datetime,symbol,open,high,low,close,volume
2023-04-19 02:00:00,CRYPTO:PEPEUSD,3.0389e-07,5.7945e-07,1.87928e-07,2.67034e-07,0.0
2023-04-20 02:00:00,CRYPTO:PEPEUSD,2.65797e-07,4.19361e-07,2.30024e-07,2.95979e-07,0.0
2023-04-21 02:00:00,CRYPTO:PEPEUSD,2.9618e-07,3.08549e-07,1.71399e-07,2.00224e-07,0.0
2023-04-22 02:00:00,CRYPTO:PEPEUSD,2.00444e-07,3.43647e-07,1.99813e-07,2.82465e-07,0.0
2023-04-23 02:00:00,CRYPTO:PEPEUSD,2.82225e-07,3.65989e-07,2.77098e-07,3.23073e-07,0.0
2023-04-24 02:00:00,CRYPTO:PEPEUSD,3.22816e-07,3.37828e-07,2.57767e-07,2.95001e-07,0.0
2023-04-25 02:00:00,CRYPTO:PEPEUSD,2.94762e-07,2.95205e-07,2.05073e-07,2.59757e-07,0.0
2023-04-26 02:00:00,CRYPTO:PEPEUSD,2.59606e-07,2.77784e-07,2.01745e-07,2.20311e-07,0.0
2023-04-27 02:00:00,CRYPTO:PEPEUSD,2.20068e-07,2.87225e-07,2.11577e-07,2.67773e-07,0.0
2023-04-28 02:00:00,CRYPTO:PEPEUSD,2.67586e-07,3.48778e-07,2.51321e-07,3.25233e-07,0.0
2023-04-29 02:00:00,CRYPTO:PEPEUSD,3.25356e-07,4.66018e-07,3.04821e-07,4.45727e-07,0.0
2023-04-30 02:00:00,CRYPTO:PEPEUSD,4.45756e-07,8.40561e-07,4.28894e-07,7.22538e-07,0.0
2023-05-01 02:00:00,CRYPTO:PEPEUSD,7.22869e-07,1.539386e-06,6.88932e-07,1.173116e-06,0.0
2023-05-02 02:00:00,CRYPTO:PEPEUSD,1.173036e-06,1.438948e-06,1.005104e-06,1.149923e-06,0.0
2023-05-03 02:00:00,CRYPTO:PEPEUSD,1.149647e-06,1.20339e-06,8.39763e-07,1.070415e-06,0.0
2023-05-04 02:00:00,CRYPTO:PEPEUSD,1.07039e-06,2.012112e-06,1.062173e-06,1.967247e-06,0.0
2023-05-05 02:00:00,CRYPTO:PEPEUSD,1.965843e-06,4.486705e-06,1.813744e-06,3.743985e-06,0.0
2023-05-06 02:00:00,CRYPTO:PEPEUSD,3.745068e-06,3.852391e-06,2.303651e-06,2.632549e-06,0.0
2023-05-07 02:00:00,CRYPTO:PEPEUSD,2.631389e-06,3.107519e-06,2.424299e-06,2.791844e-06,0.0
2023-05-08 02:00:00,CRYPTO:PEPEUSD,2.79e-06,2.81e-06,1.55e-06,1.95e-06,0.0
2023-05-09 02:00:00,CRYPTO:PEPEUSD,1.95e-06,2.13e-06,1.74535e-06,2.01e-06,0.0
2023-05-10 02:00:00,CRYPTO:PEPEUSD,2.01e-06,2.13e-06,1.72e-06,1.92067e-06,0.0
2023-05-11 02:00:00,CRYPTO:PEPEUSD,1.92e-06,1.94e-06,1.61e-06,1.67e-06,0.0
2023-05-12 02:00:00,CRYPTO:PEPEUSD,1e-06,1.8791e-06,1e-06,1.7379e-06,0.0
2023-05-13 02:00:00,CRYPTO:PEPEUSD,1.7379e-06,2.0799e-06,1.5508e-06,1.8636e-06,0.0
2023-05-14 02:00:00,CRYPTO:PEPEUSD,1.8637e-06,1.944e-06,1.7456e-06,1.7888e-06,0.0
2023-05-15 02:00:00,CRYPTO:PEPEUSD,1.7888e-06,1.7888e-06,1.6133e-06,1.7369e-06,0.0
2023-05-16 02:00:00,CRYPTO:PEPEUSD,1.7369e-06,1.82e-06,1.6446e-06,1.6876e-06,0.0
2023-05-17 02:00:00,CRYPTO:PEPEUSD,1.6876e-06,1.7159e-06,1.4671e-06,1.577e-06,0.0
2023-05-18 02:00:00,CRYPTO:PEPEUSD,1.577e-06,1.6376e-06,1.5029e-06,1.587e-06,0.0
2023-05-19 02:00:00,CRYPTO:PEPEUSD,1.587e-06,1.587e-06,1.4796e-06,1.5246e-06,0.0
2023-05-20 02:00:00,CRYPTO:PEPEUSD,1.5279e-06,1.9094e-06,1.4999e-06,1.7212e-06,0.0
2023-05-21 02:00:00,CRYPTO:PEPEUSD,1.7212e-06,1.7529e-06,1.5708e-06,1.5932e-06,0.0
2023-05-22 02:00:00,CRYPTO:PEPEUSD,1.5932e-06,1.5995e-06,1.5132e-06,1.5299e-06,0.0
2023-05-23 02:00:00,CRYPTO:PEPEUSD,1.5299e-06,1.6692e-06,1.5254e-06,1.5973e-06,0.0
2023-05-24 02:00:00,CRYPTO:PEPEUSD,1.5974e-06,1.598e-06,1.3257e-06,1.4377e-06,0.0
2023-05-25 02:00:00,CRYPTO:PEPEUSD,1.4377e-06,1.4662e-06,1.3486e-06,1.4297e-06,0.0
2023-05-26 02:00:00,CRYPTO:PEPEUSD,1.4297e-06,1.4862e-06,1.3833e-06,1.4561e-06,0.0
2023-05-27 02:00:00,CRYPTO:PEPEUSD,1.4561e-06,1.5308e-06,1.4353e-06,1.5139e-06,0.0
2023-05-28 02:00:00,CRYPTO:PEPEUSD,1.5139e-06,1.5364e-06,1.4207e-06,1.5021e-06,0.0
2023-05-29 02:00:00,CRYPTO:PEPEUSD,1.4987e-06,1.5155e-06,1.4211e-06,1.4383e-06,0.0
2023-05-30 02:00:00,CRYPTO:PEPEUSD,1.4383e-06,1.4395e-06,1.2393e-06,1.297e-06,0.0
2023-05-31 02:00:00,CRYPTO:PEPEUSD,1.297e-06,1.3165e-06,1.1923e-06,1.2615e-06,0.0
2023-06-01 02:00:00,CRYPTO:PEPEUSD,1.2615e-06,1.3251e-06,1.2175e-06,1.2471e-06,0.0
2023-06-02 02:00:00,CRYPTO:PEPEUSD,1.2475e-06,1.3028e-06,1.2333e-06,1.2857e-06,0.0
2023-06-03 02:00:00,CRYPTO:PEPEUSD,1.2857e-06,1.34e-06,1.2671e-06,1.2956e-06,0.0
2023-06-04 02:00:00,CRYPTO:PEPEUSD,1.2956e-06,1.2962e-06,1.2133e-06,1.2403e-06,0.0
2023-06-05 02:00:00,CRYPTO:PEPEUSD,1.2403e-06,1.2404e-06,9.497e-07,1.0364e-06,0.0
2023-06-06 02:00:00,CRYPTO:PEPEUSD,1.0363e-06,1.259e-06,9.693e-07,1.2062e-06,0.0
2023-06-07 02:00:00,CRYPTO:PEPEUSD,1.2062e-06,1.2187e-06,1.0443e-06,1.0734e-06,0.0
2023-06-08 02:00:00,CRYPTO:PEPEUSD,1.0734e-06,1.1309e-06,1.0355e-06,1.0873e-06,0.0
2023-06-09 02:00:00,CRYPTO:PEPEUSD,1.0873e-06,1.1922e-06,1.0542e-06,1.1336e-06,0.0
2023-06-10 02:00:00,CRYPTO:PEPEUSD,1.1336e-06,1.1373e-06,8.354e-07,9.338e-07,0.0
2023-06-11 02:00:00,CRYPTO:PEPEUSD,9.338e-07,9.563e-07,8.883e-07,9.183e-07,0.0
2023-06-12 02:00:00,CRYPTO:PEPEUSD,9.15e-07,9.487e-07,8.447e-07,9.07e-07,0.0
2023-06-13 02:00:00,CRYPTO:PEPEUSD,9.066e-07,9.808e-07,8.893e-07,9.184e-07,0.0
